author_id,tweet_id,time_zone,utc_offset,access
2366196514,993323825235419137,Eastern Time (US & Canada),-14400,2018-05-07 02:57:09
900789405673279488,993079327054028800,Istanbul,10800,2018-05-07 01:54:05
346612013,993275206046273536,London,3600,2018-05-07 01:54:05
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-07 01:54:15
1053184238,993307995936362497,Atlantic Time (Canada),-10800,2018-05-07 01:54:15
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 21:44:30
764862407214759937,993245144307642371,Pacific Time (US & Canada),-25200,2018-05-06 21:44:30
69773058,992736474142568450,Eastern Time (US & Canada),-14400,2018-05-06 18:26:47
2596413645,993160231180894208,Pacific Time (US & Canada),-25200,2018-05-06 18:26:47
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 03:59:10
12475032,993339432278286337,Pacific Time (US & Canada),-25200,2018-05-07 03:59:10
954124423,992609748875988997,Atlantic Time (Canada),-10800,2018-05-06 19:33:28
3244921294,993068364594663430,Pacific Time (US & Canada),-25200,2018-05-06 12:00:49
1304147659,993098255566327812,Zagreb,7200,2018-05-06 12:00:49
415605847,989995955423342592,Eastern Time (US & Canada),-14400,2018-05-06 23:48:28
302111485,993192166485721090,Eastern Time (US & Canada),-14400,2018-05-06 23:48:28
53769490,993276341553418241,London,3600,2018-05-06 23:48:28
3089155533,993230187100884992,Bern,7200,2018-05-06 21:45:05
4970411,993279304489406464,London,3600,2018-05-07 00:54:27
4330569813,993280940469313537,Pacific Time (US & Canada),-25200,2018-05-07 00:54:27
738153522277945344,992099325902704640,Pacific Time (US & Canada),-25200,2018-05-06 17:16:12
890656822515728384,993262131255627777,Pacific Time (US & Canada),-25200,2018-05-06 22:52:00
618011830,992470629407436801,Athens,10800,2018-05-06 16:02:53
3231049063,949244600518094848,Pacific Time (US & Canada),-25200,2018-05-07 08:43:14
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-07 01:59:07
3244921294,993254043266011139,Pacific Time (US & Canada),-25200,2018-05-06 23:51:21
925839795489734657,993277067167981568,Eastern Time (US & Canada),-14400,2018-05-06 23:51:21
